,L1_condition,L2_condition,freezing_condition,freezing_strength,learning_rate_condition,L2_inventory_condition,hid_size_condition,contrast_pair,contrast_type,eval_method,sil_score,sil_score_cos,run,epoch
5215,Recon,Recon,EWC,1e3,fast,Equal,4,iS_iS,same,silhouette,-5.0260784e-05,5.366802e-07,5,190
5216,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uS,backness,silhouette,0.47989914,0.8002469,5,190
5217,Recon,Recon,EWC,1e3,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.19726807,0.36239234,5,190
5218,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uhL,N/A,silhouette,0.43536553,0.7995801,5,190
5219,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uS,same,silhouette,-4.2408945e-05,-0.00020036388,5,190
5220,Recon,Recon,EWC,1e3,fast,Equal,4,uS_ihL,N/A,silhouette,0.57950526,0.8483182,5,190
5221,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.2027131,0.36161518,5,190
5222,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,-2.7551889e-05,6.472349e-05,5,190
5223,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.4797421,0.7971856,5,190
5224,Recon,Recon,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,9.8261835e-06,-0.00012767005,5,190
5225,Recon,Recon,EWC,1e3,fast,Equal,4,e_e,same,silhouette,-6.51412e-05,-0.00014546978,1,200
5226,Recon,Recon,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.36891425,0.6357311,1,200
5227,Recon,Recon,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.50274056,0.6839318,1,200
5228,Recon,Recon,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.59016526,0.7354014,1,200
5229,Recon,Recon,EWC,1e3,fast,Equal,4,e_ih,N/A,silhouette,0.4305279,0.43757123,1,200
5230,Recon,Recon,EWC,1e3,fast,Equal,4,e_uh,N/A,silhouette,0.5323134,0.3561669,1,200
5231,Recon,Recon,EWC,1e3,fast,Equal,4,e_iS,N/A,silhouette,0.60014105,0.6680978,1,200
5232,Recon,Recon,EWC,1e3,fast,Equal,4,e_uS,N/A,silhouette,0.64354646,0.47532982,1,200
5233,Recon,Recon,EWC,1e3,fast,Equal,4,e_ihL,N/A,silhouette,0.22196972,0.31852755,1,200
5234,Recon,Recon,EWC,1e3,fast,Equal,4,e_uhL,N/A,silhouette,0.4570794,0.60108405,1,200
5235,Recon,Recon,EWC,1e3,fast,Equal,4,o_o,same,silhouette,3.8176535e-05,-2.5035859e-05,1,200
5236,Recon,Recon,EWC,1e3,fast,Equal,4,o_i,N/A,silhouette,0.5627344,0.84461975,1,200
5237,Recon,Recon,EWC,1e3,fast,Equal,4,o_u,height_L1,silhouette,0.50578207,0.6901854,1,200
5238,Recon,Recon,EWC,1e3,fast,Equal,4,o_ih,N/A,silhouette,0.5491262,0.8110334,1,200
5239,Recon,Recon,EWC,1e3,fast,Equal,4,o_uh,N/A,silhouette,0.43490368,0.35801142,1,200
5240,Recon,Recon,EWC,1e3,fast,Equal,4,o_iS,N/A,silhouette,0.64710045,0.8630359,1,200
5241,Recon,Recon,EWC,1e3,fast,Equal,4,o_uS,N/A,silhouette,0.60124207,0.6003549,1,200
5242,Recon,Recon,EWC,1e3,fast,Equal,4,o_ihL,N/A,silhouette,0.42326102,0.74278724,1,200
5243,Recon,Recon,EWC,1e3,fast,Equal,4,o_uhL,N/A,silhouette,0.22502759,0.30205998,1,200
5244,Recon,Recon,EWC,1e3,fast,Equal,4,i_i,same,silhouette,0.000513597,5.8081627e-05,1,200
5245,Recon,Recon,EWC,1e3,fast,Equal,4,i_u,backness,silhouette,0.35857385,0.59995824,1,200
5246,Recon,Recon,EWC,1e3,fast,Equal,4,i_ih,hd_trained,silhouette,0.3219135,0.5844244,1,200
5247,Recon,Recon,EWC,1e3,fast,Equal,4,i_uh,N/A,silhouette,0.45166993,0.7201333,1,200
5248,Recon,Recon,EWC,1e3,fast,Equal,4,i_iS,duration,silhouette,0.2658001,0.38234857,1,200
5249,Recon,Recon,EWC,1e3,fast,Equal,4,i_uS,N/A,silhouette,0.44121617,0.4534581,1,200
5250,Recon,Recon,EWC,1e3,fast,Equal,4,i_ihL,height_L2,silhouette,0.22875696,0.35489088,1,200
5251,Recon,Recon,EWC,1e3,fast,Equal,4,i_uhL,N/A,silhouette,0.42728344,0.7449207,1,200
5252,Recon,Recon,EWC,1e3,fast,Equal,4,u_u,same,silhouette,-9.049523e-05,-0.00014789843,1,200
5253,Recon,Recon,EWC,1e3,fast,Equal,4,u_ih,N/A,silhouette,0.51949954,0.8049193,1,200
5254,Recon,Recon,EWC,1e3,fast,Equal,4,u_uh,hd_trained,silhouette,0.33522752,0.62122524,1,200
5255,Recon,Recon,EWC,1e3,fast,Equal,4,u_iS,N/A,silhouette,0.48361388,0.7776426,1,200
5256,Recon,Recon,EWC,1e3,fast,Equal,4,u_uS,duration,silhouette,0.26929787,0.3514471,1,200
5257,Recon,Recon,EWC,1e3,fast,Equal,4,u_ihL,N/A,silhouette,0.45491335,0.6108926,1,200
5258,Recon,Recon,EWC,1e3,fast,Equal,4,u_uhL,height_L2,silhouette,0.22632284,0.3600163,1,200
5259,Recon,Recon,EWC,1e3,fast,Equal,4,ih_ih,N/A,silhouette,-7.4932577e-06,-1.5363694e-05,1,200
5260,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uh,backness,silhouette,0.363095,0.58153266,1,200
5261,Recon,Recon,EWC,1e3,fast,Equal,4,ih_iS,height_L2,silhouette,0.22676697,0.3302265,1,200
5262,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uS,N/A,silhouette,0.45792028,0.5361576,1,200
5263,Recon,Recon,EWC,1e3,fast,Equal,4,ih_ihL,duration,silhouette,0.2661848,0.38819754,1,200
5264,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uhL,N/A,silhouette,0.48613772,0.78048253,1,200
5265,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uh,N/A,silhouette,0.0002275641,0.0006098704,1,200
5266,Recon,Recon,EWC,1e3,fast,Equal,4,uh_iS,N/A,silhouette,0.42962214,0.73042727,1,200
5267,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uS,height_L2,silhouette,0.22187442,0.31243753,1,200
5268,Recon,Recon,EWC,1e3,fast,Equal,4,uh_ihL,N/A,silhouette,0.4403753,0.5084591,1,200
5269,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uhL,duration,silhouette,0.26822928,0.3690114,1,200
5270,Recon,Recon,EWC,1e3,fast,Equal,4,iS_iS,same,silhouette,4.2370797e-05,6.760454e-05,1,200
5271,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uS,backness,silhouette,0.3657706,0.5610919,1,200
5272,Recon,Recon,EWC,1e3,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.4343482,0.4677972,1,200
5273,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uhL,N/A,silhouette,0.55290174,0.81759775,1,200
5274,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uS,same,silhouette,0.00015222549,0.00026327276,1,200
5275,Recon,Recon,EWC,1e3,fast,Equal,4,uS_ihL,N/A,silhouette,0.5370432,0.3448318,1,200
5276,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.4323388,0.38796076,1,200
5277,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,5.136967e-05,0.00025520896,1,200
5278,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.36656022,0.62026,1,200
5279,Recon,Recon,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,5.0334453e-05,0.00019268774,1,200
5280,Recon,Recon,EWC,1e3,fast,Equal,4,e_e,same,silhouette,-7.1477356e-05,-0.00018288707,2,200
5281,Recon,Recon,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.5639957,0.8380626,2,200
5282,Recon,Recon,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.58770216,0.6098826,2,200
5283,Recon,Recon,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.5055426,0.4895069,2,200
5284,Recon,Recon,EWC,1e3,fast,Equal,4,e_ih,N/A,silhouette,0.32524624,0.30561808,2,200
5285,Recon,Recon,EWC,1e3,fast,Equal,4,e_uh,N/A,silhouette,0.4585379,0.6955889,2,200
5286,Recon,Recon,EWC,1e3,fast,Equal,4,e_iS,N/A,silhouette,0.60487235,0.6306899,2,200
5287,Recon,Recon,EWC,1e3,fast,Equal,4,e_uS,N/A,silhouette,0.51954514,0.4740369,2,200
5288,Recon,Recon,EWC,1e3,fast,Equal,4,e_ihL,N/A,silhouette,0.2782877,0.26534957,2,200
5289,Recon,Recon,EWC,1e3,fast,Equal,4,e_uhL,N/A,silhouette,0.45909405,0.7123279,2,200
5290,Recon,Recon,EWC,1e3,fast,Equal,4,o_o,same,silhouette,3.085804e-05,-9.6036914e-05,2,200
5291,Recon,Recon,EWC,1e3,fast,Equal,4,o_i,N/A,silhouette,0.7774921,0.92741126,2,200
5292,Recon,Recon,EWC,1e3,fast,Equal,4,o_u,height_L1,silhouette,0.5935098,0.5115393,2,200
5293,Recon,Recon,EWC,1e3,fast,Equal,4,o_ih,N/A,silhouette,0.7049413,0.90006876,2,200
5294,Recon,Recon,EWC,1e3,fast,Equal,4,o_uh,N/A,silhouette,0.32953095,0.22598451,2,200
5295,Recon,Recon,EWC,1e3,fast,Equal,4,o_iS,N/A,silhouette,0.7806095,0.9269228,2,200
5296,Recon,Recon,EWC,1e3,fast,Equal,4,o_uS,N/A,silhouette,0.61265707,0.5257002,2,200
5297,Recon,Recon,EWC,1e3,fast,Equal,4,o_ihL,N/A,silhouette,0.6901505,0.89337766,2,200
5298,Recon,Recon,EWC,1e3,fast,Equal,4,o_uhL,N/A,silhouette,0.2742431,0.1817984,2,200
5299,Recon,Recon,EWC,1e3,fast,Equal,4,i_i,same,silhouette,0.00018598736,-0.0001911631,2,200
5300,Recon,Recon,EWC,1e3,fast,Equal,4,i_u,backness,silhouette,0.54965466,0.8064142,2,200
5301,Recon,Recon,EWC,1e3,fast,Equal,4,i_ih,hd_trained,silhouette,0.23513451,0.25544864,2,200
5302,Recon,Recon,EWC,1e3,fast,Equal,4,i_uh,N/A,silhouette,0.67623574,0.8863265,2,200
5303,Recon,Recon,EWC,1e3,fast,Equal,4,i_iS,duration,silhouette,0.0053041684,0.005549333,2,200
5304,Recon,Recon,EWC,1e3,fast,Equal,4,i_uS,N/A,silhouette,0.5471764,0.8082611,2,200
5305,Recon,Recon,EWC,1e3,fast,Equal,4,i_ihL,height_L2,silhouette,0.28530714,0.2984868,2,200
5306,Recon,Recon,EWC,1e3,fast,Equal,4,i_uhL,N/A,silhouette,0.69389653,0.8945812,2,200
5307,Recon,Recon,EWC,1e3,fast,Equal,4,u_u,same,silhouette,-8.017493e-05,-3.8180828e-05,2,200
5308,Recon,Recon,EWC,1e3,fast,Equal,4,u_ih,N/A,silhouette,0.452986,0.68654346,2,200
5309,Recon,Recon,EWC,1e3,fast,Equal,4,u_uh,hd_trained,silhouette,0.23622589,0.19542938,2,200
5310,Recon,Recon,EWC,1e3,fast,Equal,4,u_iS,N/A,silhouette,0.5674112,0.8201484,2,200
5311,Recon,Recon,EWC,1e3,fast,Equal,4,u_uS,duration,silhouette,0.007000105,0.003186447,2,200
5312,Recon,Recon,EWC,1e3,fast,Equal,4,u_ihL,N/A,silhouette,0.45050785,0.6666116,2,200
5313,Recon,Recon,EWC,1e3,fast,Equal,4,u_uhL,height_L2,silhouette,0.28727028,0.22658709,2,200
5314,Recon,Recon,EWC,1e3,fast,Equal,4,ih_ih,N/A,silhouette,2.9950172e-05,0.00029760003,2,200
5315,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uh,backness,silhouette,0.55497056,0.82287884,2,200
5316,Recon,Recon,EWC,1e3,fast,Equal,4,ih_iS,height_L2,silhouette,0.28118712,0.29412252,2,200
5317,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uS,N/A,silhouette,0.46327552,0.685475,2,200
5318,Recon,Recon,EWC,1e3,fast,Equal,4,ih_ihL,duration,silhouette,0.007146826,0.004630917,2,200
5319,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uhL,N/A,silhouette,0.5757083,0.83431864,2,200
5320,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uh,N/A,silhouette,-0.00011560857,-0.00011909151,2,200
5321,Recon,Recon,EWC,1e3,fast,Equal,4,uh_iS,N/A,silhouette,0.69462985,0.8968033,2,200
5322,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uS,height_L2,silhouette,0.27924526,0.21651801,2,200
5323,Recon,Recon,EWC,1e3,fast,Equal,4,uh_ihL,N/A,silhouette,0.5439055,0.81619537,2,200
5324,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uhL,duration,silhouette,0.006928532,0.0032132282,2,200
5325,Recon,Recon,EWC,1e3,fast,Equal,4,iS_iS,same,silhouette,0.00013697577,0.0003875967,2,200
5326,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uS,backness,silhouette,0.5604813,0.81426066,2,200
5327,Recon,Recon,EWC,1e3,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.32471612,0.3298136,2,200
5328,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uhL,N/A,silhouette,0.7040836,0.89737207,2,200
5329,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uS,same,silhouette,2.7063608e-05,-7.8647616e-05,2,200
5330,Recon,Recon,EWC,1e3,fast,Equal,4,uS_ihL,N/A,silhouette,0.46088234,0.6618642,2,200
5331,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.32956317,0.24339767,2,200
5332,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,0.00020923614,0.0005823326,2,200
5333,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.5631612,0.8314738,2,200
5334,Recon,Recon,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,-6.21202e-05,-6.8275454e-05,2,200
5335,Recon,Recon,EWC,1e3,fast,Equal,4,e_e,same,silhouette,-6.343365e-06,-3.2794e-05,3,200
5336,Recon,Recon,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.21192098,0.39813066,3,200
5337,Recon,Recon,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.3132719,0.5308787,3,200
5338,Recon,Recon,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.31152984,0.53446543,3,200
5339,Recon,Recon,EWC,1e3,fast,Equal,4,e_ih,N/A,silhouette,0.15279312,0.23865138,3,200
5340,Recon,Recon,EWC,1e3,fast,Equal,4,e_uh,N/A,silhouette,0.21828356,0.34695643,3,200
5341,Recon,Recon,EWC,1e3,fast,Equal,4,e_iS,N/A,silhouette,0.33972368,0.53853214,3,200
5342,Recon,Recon,EWC,1e3,fast,Equal,4,e_uS,N/A,silhouette,0.3288313,0.5131987,3,200
5343,Recon,Recon,EWC,1e3,fast,Equal,4,e_ihL,N/A,silhouette,0.110269405,0.21137418,3,200
5344,Recon,Recon,EWC,1e3,fast,Equal,4,e_uhL,N/A,silhouette,0.20557283,0.378386,3,200
5345,Recon,Recon,EWC,1e3,fast,Equal,4,o_o,same,silhouette,-6.8060486e-05,-3.7320136e-05,3,200
5346,Recon,Recon,EWC,1e3,fast,Equal,4,o_i,N/A,silhouette,0.45629486,0.71576285,3,200
5347,Recon,Recon,EWC,1e3,fast,Equal,4,o_u,height_L1,silhouette,0.31429565,0.53375006,3,200
5348,Recon,Recon,EWC,1e3,fast,Equal,4,o_ih,N/A,silhouette,0.35462096,0.578855,3,200
5349,Recon,Recon,EWC,1e3,fast,Equal,4,o_uh,N/A,silhouette,0.15786032,0.23698092,3,200
5350,Recon,Recon,EWC,1e3,fast,Equal,4,o_iS,N/A,silhouette,0.47830415,0.72629786,3,200
5351,Recon,Recon,EWC,1e3,fast,Equal,4,o_uS,N/A,silhouette,0.35091093,0.5451262,3,200
5352,Recon,Recon,EWC,1e3,fast,Equal,4,o_ihL,N/A,silhouette,0.3159953,0.5494856,3,200
5353,Recon,Recon,EWC,1e3,fast,Equal,4,o_uhL,N/A,silhouette,0.111239895,0.21096812,3,200
5354,Recon,Recon,EWC,1e3,fast,Equal,4,i_i,same,silhouette,7.254979e-05,-3.5003184e-05,3,200
5355,Recon,Recon,EWC,1e3,fast,Equal,4,i_u,backness,silhouette,0.20099896,0.37257418,3,200
5356,Recon,Recon,EWC,1e3,fast,Equal,4,i_ih,hd_trained,silhouette,0.10940689,0.20648147,3,200
5357,Recon,Recon,EWC,1e3,fast,Equal,4,i_uh,N/A,silhouette,0.30343974,0.5191769,3,200
5358,Recon,Recon,EWC,1e3,fast,Equal,4,i_iS,duration,silhouette,0.02680395,0.025777332,3,200
5359,Recon,Recon,EWC,1e3,fast,Equal,4,i_uS,N/A,silhouette,0.20788375,0.3485777,3,200
5360,Recon,Recon,EWC,1e3,fast,Equal,4,i_ihL,height_L2,silhouette,0.11613815,0.22275892,3,200
5361,Recon,Recon,EWC,1e3,fast,Equal,4,i_uhL,N/A,silhouette,0.32031116,0.54798025,3,200
5362,Recon,Recon,EWC,1e3,fast,Equal,4,u_u,same,silhouette,-5.8449747e-05,-0.00014410973,3,200
5363,Recon,Recon,EWC,1e3,fast,Equal,4,u_ih,N/A,silhouette,0.22150141,0.414859,3,200
5364,Recon,Recon,EWC,1e3,fast,Equal,4,u_uh,hd_trained,silhouette,0.11579056,0.22160576,3,200
5365,Recon,Recon,EWC,1e3,fast,Equal,4,u_iS,N/A,silhouette,0.23260172,0.41486195,3,200
5366,Recon,Recon,EWC,1e3,fast,Equal,4,u_uS,duration,silhouette,0.03220874,0.026000435,3,200
5367,Recon,Recon,EWC,1e3,fast,Equal,4,u_ihL,N/A,silhouette,0.2029956,0.37389013,3,200
5368,Recon,Recon,EWC,1e3,fast,Equal,4,u_uhL,height_L2,silhouette,0.11555469,0.22415572,3,200
5369,Recon,Recon,EWC,1e3,fast,Equal,4,ih_ih,N/A,silhouette,4.212284e-05,0.00014809227,3,200
5370,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uh,backness,silhouette,0.20509341,0.38090608,3,200
5371,Recon,Recon,EWC,1e3,fast,Equal,4,ih_iS,height_L2,silhouette,0.11177336,0.21424796,3,200
5372,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uS,N/A,silhouette,0.20768413,0.37616894,3,200
5373,Recon,Recon,EWC,1e3,fast,Equal,4,ih_ihL,duration,silhouette,0.033199016,0.032131054,3,200
5374,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uhL,N/A,silhouette,0.2400823,0.42557868,3,200
5375,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uh,N/A,silhouette,0.00029058414,0.0009009843,3,200
5376,Recon,Recon,EWC,1e3,fast,Equal,4,uh_iS,N/A,silhouette,0.3178645,0.5462317,3,200
5377,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uS,height_L2,silhouette,0.109277755,0.21156035,3,200
5378,Recon,Recon,EWC,1e3,fast,Equal,4,uh_ihL,N/A,silhouette,0.20652604,0.3574676,3,200
5379,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uhL,duration,silhouette,0.028779635,0.024734307,3,200
5380,Recon,Recon,EWC,1e3,fast,Equal,4,iS_iS,same,silhouette,-8.808685e-05,-0.00012724876,3,200
5381,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uS,backness,silhouette,0.20738287,0.3762881,3,200
5382,Recon,Recon,EWC,1e3,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.1520911,0.24829979,3,200
5383,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uhL,N/A,silhouette,0.35068965,0.57779247,3,200
5384,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uS,same,silhouette,1.17191075e-05,0.00018745137,3,200
5385,Recon,Recon,EWC,1e3,fast,Equal,4,uS_ihL,N/A,silhouette,0.22201228,0.35654372,3,200
5386,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.16067813,0.24951547,3,200
5387,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,-3.885627e-05,2.9375076e-05,3,200
5388,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.20887135,0.38920972,3,200
5389,Recon,Recon,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,1.8770696e-05,0.0001438508,3,200
5390,Recon,Recon,EWC,1e3,fast,Equal,4,e_e,same,silhouette,-0.00010822988,-6.718159e-05,4,200
5391,Recon,Recon,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.4189909,0.6990127,4,200
5392,Recon,Recon,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.5244676,0.746856,4,200
5393,Recon,Recon,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.7015488,0.92672217,4,200
5394,Recon,Recon,EWC,1e3,fast,Equal,4,e_ih,N/A,silhouette,0.23455548,0.41377518,4,200
5395,Recon,Recon,EWC,1e3,fast,Equal,4,e_uh,N/A,silhouette,0.5912422,0.85753953,4,200
5396,Recon,Recon,EWC,1e3,fast,Equal,4,e_iS,N/A,silhouette,0.5180249,0.7599386,4,200
5397,Recon,Recon,EWC,1e3,fast,Equal,4,e_uS,N/A,silhouette,0.7008382,0.92723244,4,200
5398,Recon,Recon,EWC,1e3,fast,Equal,4,e_ihL,N/A,silhouette,0.2349909,0.37112796,4,200
5399,Recon,Recon,EWC,1e3,fast,Equal,4,e_uhL,N/A,silhouette,0.5882226,0.85007715,4,200
5400,Recon,Recon,EWC,1e3,fast,Equal,4,o_o,same,silhouette,-5.562103e-05,-0.00020743084,4,200
5401,Recon,Recon,EWC,1e3,fast,Equal,4,o_i,N/A,silhouette,0.39016265,0.5757273,4,200
5402,Recon,Recon,EWC,1e3,fast,Equal,4,o_u,height_L1,silhouette,0.5217496,0.7639102,4,200
5403,Recon,Recon,EWC,1e3,fast,Equal,4,o_ih,N/A,silhouette,0.28007954,0.5203458,4,200
5404,Recon,Recon,EWC,1e3,fast,Equal,4,o_uh,N/A,silhouette,0.2338793,0.42026547,4,200
5405,Recon,Recon,EWC,1e3,fast,Equal,4,o_iS,N/A,silhouette,0.3754458,0.59544414,4,200
5406,Recon,Recon,EWC,1e3,fast,Equal,4,o_uS,N/A,silhouette,0.5158225,0.76656854,4,200
5407,Recon,Recon,EWC,1e3,fast,Equal,4,o_ihL,N/A,silhouette,0.29347375,0.5140566,4,200
5408,Recon,Recon,EWC,1e3,fast,Equal,4,o_uhL,N/A,silhouette,0.23766989,0.39669824,4,200
5409,Recon,Recon,EWC,1e3,fast,Equal,4,i_i,same,silhouette,0.0003206997,0.00056289905,4,200
5410,Recon,Recon,EWC,1e3,fast,Equal,4,i_u,backness,silhouette,0.41768438,0.6991759,4,200
5411,Recon,Recon,EWC,1e3,fast,Equal,4,i_ih,hd_trained,silhouette,0.24165912,0.35775006,4,200
5412,Recon,Recon,EWC,1e3,fast,Equal,4,i_uh,N/A,silhouette,0.31338072,0.5144836,4,200
5413,Recon,Recon,EWC,1e3,fast,Equal,4,i_iS,duration,silhouette,0.010381227,0.006463318,4,200
5414,Recon,Recon,EWC,1e3,fast,Equal,4,i_uS,N/A,silhouette,0.42952508,0.70558816,4,200
5415,Recon,Recon,EWC,1e3,fast,Equal,4,i_ihL,height_L2,silhouette,0.23762865,0.3947586,4,200
5416,Recon,Recon,EWC,1e3,fast,Equal,4,i_uhL,N/A,silhouette,0.29538402,0.51286405,4,200
5417,Recon,Recon,EWC,1e3,fast,Equal,4,u_u,same,silhouette,5.1579238e-05,-3.3620836e-05,4,200
5418,Recon,Recon,EWC,1e3,fast,Equal,4,u_ih,N/A,silhouette,0.58812034,0.85391957,4,200
5419,Recon,Recon,EWC,1e3,fast,Equal,4,u_uh,hd_trained,silhouette,0.2426156,0.39284688,4,200
5420,Recon,Recon,EWC,1e3,fast,Equal,4,u_iS,N/A,silhouette,0.4056734,0.6887356,4,200
5421,Recon,Recon,EWC,1e3,fast,Equal,4,u_uS,duration,silhouette,0.0069831726,0.0044298763,4,200
5422,Recon,Recon,EWC,1e3,fast,Equal,4,u_ihL,N/A,silhouette,0.5929829,0.86247826,4,200
5423,Recon,Recon,EWC,1e3,fast,Equal,4,u_uhL,height_L2,silhouette,0.23665625,0.4164332,4,200
5424,Recon,Recon,EWC,1e3,fast,Equal,4,ih_ih,N/A,silhouette,-0.00013112936,-0.00018966781,4,200
5425,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uh,backness,silhouette,0.41606477,0.6995647,4,200
5426,Recon,Recon,EWC,1e3,fast,Equal,4,ih_iS,height_L2,silhouette,0.23617639,0.39940703,4,200
5427,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uS,N/A,silhouette,0.59085643,0.8581519,4,200
5428,Recon,Recon,EWC,1e3,fast,Equal,4,ih_ihL,duration,silhouette,0.008633856,0.00866144,4,200
5429,Recon,Recon,EWC,1e3,fast,Equal,4,ih_uhL,N/A,silhouette,0.40227696,0.67660356,4,200
5430,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uh,N/A,silhouette,8.867026e-06,-2.7664184e-05,4,200
5431,Recon,Recon,EWC,1e3,fast,Equal,4,uh_iS,N/A,silhouette,0.2964652,0.5160044,4,200
5432,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uS,height_L2,silhouette,0.23107068,0.4067846,4,200
5433,Recon,Recon,EWC,1e3,fast,Equal,4,uh_ihL,N/A,silhouette,0.4345748,0.71839345,4,200
5434,Recon,Recon,EWC,1e3,fast,Equal,4,uh_uhL,duration,silhouette,0.0105406875,0.008047981,4,200
5435,Recon,Recon,EWC,1e3,fast,Equal,4,iS_iS,same,silhouette,-4.381579e-05,-0.00021470223,4,200
5436,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uS,backness,silhouette,0.42010155,0.7015183,4,200
5437,Recon,Recon,EWC,1e3,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.23955323,0.4340002,4,200
5438,Recon,Recon,EWC,1e3,fast,Equal,4,iS_uhL,N/A,silhouette,0.27933338,0.5132394,4,200
5439,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uS,same,silhouette,-0.0001300366,-0.00024678756,4,200
5440,Recon,Recon,EWC,1e3,fast,Equal,4,uS_ihL,N/A,silhouette,0.5975668,0.86530054,4,200
5441,Recon,Recon,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.23649645,0.43604702,4,200
5442,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,-5.4626704e-05,-0.00014764047,4,200
5443,Recon,Recon,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.420064,0.7007378,4,200
5444,Recon,Recon,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,-9.015942e-05,-0.00012608242,4,200
5445,Recon,Recon,EWC,1e3,fast,Equal,4,e_e,same,silhouette,-9.074736e-05,5.5524826e-05,5,200
5446,Recon,Recon,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.47857594,0.79403734,5,200
5447,Recon,Recon,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.40795702,0.7707319,5,200
5448,Recon,Recon,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.633704,0.91942966,5,200
